"failure_id","provider_id","equipment_id","equipment_type","location_site","location_city","location_state","location_country","failure_datetime","failure_type","failure_severity","failure_description","detected_by","recovery_action","recovery_start_datetime","recovery_end_datetime","recovery_duration_minutes","recovery_successful","recovery_notes","reported_by","affected_customers_count"
"F3043","GlobeTel","BS-1017H","base_station","BaseStation-NBO04","Nairobi","Nairobi County","Kenya","2023-05-27T11:20:00Z","environmental","major","Lightning strike caused equipment shutdown.","manual inspection","Damaged equipment replaced, power restored.","2023-05-27T11:40:00Z","2023-05-27T14:00:00Z","140","true","Equipment replaced, station operational.","field_ops_nbo04","1200"
"F3044","TCom-01","SW-1406F","switch","SwitchLab-AUS02","Austin","TX","USA","2023-03-19T21:10:00Z","network","minor","Minor network latency detected on switch.","automated monitoring","Network optimized, latency reduced.","2023-03-19T21:12:00Z","2023-03-19T21:16:00Z","4","true","Optimization successful.","net_ops_aus02","7"
"F3045","NetWave","RT-6021Z","router","RouterSite-PAR03","Paris","Île-de-France","France","2023-05-28T11:11:00Z","hardware","critical","Router mainboard failed, entire network segment down.","automated monitoring","Mainboard replaced, router rebooted.","2023-05-28T11:15:00Z","2023-05-28T12:25:00Z","70","true","Mainboard replaced, network restored.","sys_admin_par03","2100"
"F3046","GlobeTel","FOC-5721G","fiber_optic_cable","TunnelFiber-NBO05","Nairobi","Nairobi County","Kenya","2023-03-30T17:20:00Z","hardware","critical","Fiber cable damaged by construction equipment.","manual inspection","Cable replaced and tested.","2023-03-30T17:30:00Z","2023-03-30T20:50:00Z","200","true","Repairs successful, cable operational.","fiber_team_nbo05","10200"
"F3047","TCom-02","SW-2801S","switch","SwitchSite-MTX02","Montreal","Quebec","Canada","2023-04-10T12:10:00Z","software","minor","Switch experienced minor software bug.","automated monitoring","Software updated and switch restarted.","2023-04-10T12:12:00Z","2023-04-10T12:16:00Z","4","true","Update successful, bug resolved.","net_ops_mtx02","12"
"F3048","NetWave","RT-5784F","router","RouterLab-BER05","Berlin","Berlin","Germany","2023-04-11T23:30:00Z","hardware","critical","Core router failed, all connections lost.","automated monitoring","Router replaced, configuration restored.","2023-04-11T23:40:00Z","2023-04-12T01:10:00Z","90","true","Router replaced, network restored.","sys_admin_ber05","1750"
"F3049","GlobeTel","BS-2103R","base_station","BaseStation-CPT04","Cape Town","Western Cape","South Africa","2023-03-05T06:15:00Z","power","major","Base station lost backup power during maintenance.","manual inspection","Backup power restored and tested.","2023-03-05T06:25:00Z","2023-03-05T07:05:00Z","40","true","Backup restored, site operational.","power_team_cpt04","160"
"F3050","TCom-01","SW-1902N","switch","SwitchSite-CHI04","Chicago","IL","USA","2023-05-08T14:00:00Z","network","minor","Minor network instability detected on switch.","automated monitoring","Network settings adjusted and rebooted.","2023-05-08T14:02:00Z","2023-05-08T14:09:00Z","7","true","Settings adjusted, switch stable.","net_ops_chi04","18"
"F6001","NetWave","RT-3381A","router","SiteNYC-001","New York","NY","USA","2024-04-04T08:13:00","hardware","critical","Core router failed due to high temperature in rack, causing major outage.","automated monitoring","Replaced faulty router with backup unit.","2024-04-04T08:20:00","2024-04-04T09:55:00","95","true","Replacement completed and system restored successfully.","sys_admin_nyc23","2100"
"F6002","TCom-01","SW-1124B","switch","LabCHI-07","Chicago","IL","USA","2024-05-02T11:06:00","software","minor","Firmware update failed on test switch causing brief connectivity loss.","automated monitoring","Rolled back firmware to previous version.","2024-05-02T11:09:00","2024-05-02T11:14:00","5","true","Switch returned to service after rollback.","qa_engineer_ill","0"
"F6003","GlobeTel","BS-5462Z","base_station","StationDXB-3","Dubai","Dubai","UAE","2024-03-11T16:40:00","environmental","major","Sandstorm caused signal degradation at base station.","manual inspection","Cleaned filters and recalibrated antennas.","2024-03-11T17:00:00","2024-03-11T19:20:00","140","true","Performance improved after cleaning and calibration.","field_ops_dxb01","1800"
"F6004","NetWave","FOC-4438Q","fiber_optic_cable","BridgePAR-1","Paris","Île-de-France","France","2024-03-15T07:50:00","hardware","critical","Fiber optic cable damaged at bridge crossing, causing regional data loss.","automated monitoring","Spliced damaged section and confirmed signal integrity.","2024-03-15T08:10:00","2024-03-15T13:30:00","320","false","Splice completed but full restoration delayed pending further inspection.","network_mgr_par","10000"
"F6005","TCom-02","XCVR-2011E","transceiver","SiteSYD-02","Sydney","NSW","Australia","2024-04-09T15:30:00","power","major","Power fluctuation caused intermittent errors in transceiver.","manual inspection","Reset transceiver and installed voltage stabilizer.","2024-04-09T15:45:00","2024-04-09T16:10:00","25","true","Voltage stabilized and normal operation resumed.","field_ops_syd8","260"
"F6006","TCom-01","RT-7274H","router","SiteDAL-02","Dallas","TX","USA","2024-05-14T18:12:00","network","warning","Short network interruption at main Dallas router.","automated monitoring","Restarted router and verified connections.","2024-05-14T18:14:00","2024-05-14T18:16:00","2","true","Quick restart resolved the connectivity issue.","sys_admin_dal","15"
"F6007","GlobeTel","BS-9812T","base_station","StationNBO-4","Nairobi","Nairobi","Kenya","2024-03-27T09:30:00","environmental","critical","Heavy rainfall caused flooding at base station site.","manual inspection","Installed temporary drainage and replaced power units.","2024-03-27T10:00:00","2024-03-27T15:00:00","300","true","Drainage in place, awaiting permanent repairs.","field_ops_nbo2","3500"
"F6008","NetWave","SW-7219C","switch","SiteBER-05","Berlin","Berlin","Germany","2024-05-18T13:45:00","hardware","major","Switch port malfunctioned, disrupting traffic to multiple VLANs.","automated monitoring","Replaced switch port and rerouted traffic.","2024-05-18T13:50:00","2024-05-18T14:50:00","60","true","Port replaced and VLANs restored to normal operation.","net_eng_ber","870"
"F6009","TCom-02","RT-2247K","router","SiteMON-6","Montreal","QC","Canada","2024-03-19T10:25:00","network","major","Border router lost upstream connectivity for 45 minutes.","automated monitoring","Reset interfaces and coordinated with upstream provider.","2024-03-19T10:30:00","2024-03-19T11:15:00","45","true","Connectivity restored after interface reset.","sys_admin_mon","420"
"F6010","GlobeTel","FOC-9024U","fiber_optic_cable","UnderseaSG-1","Singapore","Singapore","Singapore","2024-05-29T03:10:00","environmental","critical","Undersea cable damaged by anchor, affecting international traffic.","manual inspection","Initiated cable repair and rerouted traffic.","2024-05-29T03:50:00","2024-05-29T15:10:00","680","false","Repair initiated, backup routes active, full restoration pending.","field_ops_sg1","25000"
"F6011","NetWave","SW-8017Y","switch","SiteTKY-12","Tokyo","Tokyo","Japan","2024-04-23T22:40:00","hardware","major","Switch failed at Tokyo data center, causing packet loss.","automated monitoring","Replaced switch chassis and restored traffic flow.","2024-04-23T22:45:00","2024-04-23T23:35:00","50","true","Switch chassis replaced, full packet delivery resumed.","sys_admin_tky","930"
"F6012","TCom-01","RT-5683J","router","SiteATL-08","Atlanta","GA","USA","2024-03-30T06:25:00","software","minor","Configuration error caused brief routing loop.","automated monitoring","Updated routing table and cleared cache.","2024-03-30T06:27:00","2024-03-30T06:32:00","5","true","Routing table updated, no further loops observed.","net_eng_atl1","7"
"F6013","GlobeTel","BS-3241V","base_station","StationCPT-1","Cape Town","Western Cape","South Africa","2024-04-12T12:00:00","power","critical","Power outage at rural base station disrupted local coverage.","manual inspection","Installed generator and checked power feed.","2024-04-12T12:15:00","2024-04-12T14:45:00","150","true","Generator provisioned, coverage restored.","field_ops_cpt","2400"
"F6014","TCom-02","SW-2178D","switch","SiteSTH-04","Stockholm","Stockholm","Sweden","2024-03-08T18:20:00","hardware","major","Switch module failed during peak usage.","automated monitoring","Swapped module and verified system stability.","2024-03-08T18:25:00","2024-03-08T18:55:00","30","true","Module replaced, system stable.","sys_admin_sth","610"
"F6015","NetWave","FOC-2829W","fiber_optic_cable","TunnelBER-2","Berlin","Berlin","Germany","2024-04-15T04:30:00","environmental","critical","Tunnel flooding impacted fiber optic cable integrity.","manual inspection","Pumped out water and replaced cable section.","2024-04-15T05:10:00","2024-04-15T14:20:00","550","true","Cable replaced, monitoring ongoing for water ingress.","field_ops_berlin","8000"
"F6016","TCom-01","RT-5148L","router","SiteSEA-15","Seattle","WA","USA","2024-05-05T21:10:00","hardware","critical","Router experienced mainboard failure during data migration.","automated monitoring","Mainboard replaced and system rebooted.","2024-05-05T21:19:00","2024-05-05T22:34:00","75","true","Mainboard replaced, system operational.","sys_admin_sea","2100"
"F6017","GlobeTel","BS-1756M","base_station","StationREY-5","Reykjavik","Reykjavik","Iceland","2024-04-28T10:22:00","environmental","major","Ice accumulation caused transmission issues.","manual inspection","Cleared ice and replaced damaged parts.","2024-04-28T10:40:00","2024-04-28T12:00:00","80","true","Ice cleared, transmission restored to normal.","field_ops_rey","1100"
"F6018","TCom-02","SW-9532S","switch","SiteSFO-03","San Francisco","CA","USA","2024-05-21T14:00:00","software","minor","Switch firmware bug triggered packet drops in test lab.","automated monitoring","Patched firmware and rebooted switch.","2024-05-21T14:03:00","2024-05-21T14:08:00","5","true","Patch applied, connectivity restored.","qa_engineer_ca1","0"
"F6019","NetWave","FOC-6217G","fiber_optic_cable","BridgeBER-3","Berlin","Berlin","Germany","2024-03-22T05:45:00","hardware","critical","Bridge crossing cable snapped due to construction.","automated monitoring","Replaced cable section and tested throughput.","2024-03-22T06:10:00","2024-03-22T11:30:00","320","true","Cable section replaced, traffic restored.","network_mgr_ber","9500"
"F6020","TCom-01","RT-9831F","router","SiteAUS-04","Austin","TX","USA","2024-03-16T16:05:00","hardware","major","Router fan failure led to overheating and system shutdown.","automated monitoring","Replaced fan and rebooted system.","2024-03-16T16:13:00","2024-03-16T16:43:00","30","true","Fan replaced, router operational.","sys_admin_aus4","870"
"F6021","GlobeTel","BS-2264X","base_station","StationNBO-2","Nairobi","Nairobi","Kenya","2024-05-06T06:10:00","power","major","Power surge damaged base station equipment.","manual inspection","Installed surge protection and replaced damaged modules.","2024-05-06T06:25:00","2024-05-06T07:30:00","65","true","Surge protection installed, base station stable.","field_ops_nbo2","980"
"F6022","TCom-02","XCVR-4116O","transceiver","SiteMNT-01","Montreal","QC","Canada","2024-03-28T21:15:00","hardware","minor","Transceiver calibration drift detected during routine checks.","manual inspection","Recalibrated transceiver and verified output.","2024-03-28T21:18:00","2024-03-28T21:28:00","10","true","Calibration completed, no further drift observed.","field_ops_mnt1","55"
"F6023","NetWave","SW-6651E","switch","SiteTKY-03","Tokyo","Tokyo","Japan","2024-03-26T11:10:00","hardware","major","Switch error at Tokyo exchange disrupted traffic.","automated monitoring","Replaced switch and reconfigured settings.","2024-03-26T11:15:00","2024-03-26T12:00:00","45","true","Switch replaced, exchange traffic normalized.","net_eng_tky3","650"
"F6024","GlobeTel","FOC-8972L","fiber_optic_cable","TunnelCPT-1","Cape Town","Western Cape","South Africa","2024-04-11T08:18:00","environmental","critical","Tunnel flooding caused fiber optic cable failure.","manual inspection","Replaced cable section and installed waterproof casing.","2024-04-11T09:00:00","2024-04-11T19:18:00","618","false","Casing installed, cable replaced, ongoing water ingress.","field_ops_cpt","12000"
"F6025","TCom-01","RT-4529C","router","LabSEA-20","Seattle","WA","USA","2024-05-22T09:40:00","software","minor","Test router experienced brief configuration error.","automated monitoring","Restored correct configuration and rebooted.","2024-05-22T09:41:00","2024-05-22T09:43:00","2","true","Configuration restored, no further errors.","qa_engineer_sea","0"
"F6026","NetWave","RT-1057B","router","SitePAR-04","Paris","Île-de-France","France","2024-03-31T15:19:00","hardware","critical","Router CPU failure caused major network disruption.","automated monitoring","Replaced CPU and rebooted router.","2024-03-31T15:35:00","2024-03-31T16:50:00","75","true","CPU replaced and router back online.","sys_admin_paris","1500"
"F6027","GlobeTel","BS-8011N","base_station","StationSGP-2","Singapore","Singapore","Singapore","2024-03-14T02:20:00","power","major","Power failure at base station disrupted city coverage.","manual inspection","Replaced UPS and restored power feed.","2024-03-14T02:40:00","2024-03-14T04:05:00","85","true","UPS replaced, coverage restored.","field_ops_sgp","1900"
"F6028","TCom-02","SW-2596P","switch","SiteDEL-11","Delhi","Delhi","India","2024-04-02T09:40:00","network","minor","Switch in Delhi data center dropped packets intermittently.","automated monitoring","Reset switch and monitored throughput.","2024-04-02T09:44:00","2024-04-02T09:54:00","10","true","Switch reset, throughput stabilized.","sys_admin_del","80"
"F6029","NetWave","FOC-1102C","fiber_optic_cable","BridgeTKY-2","Tokyo","Tokyo","Japan","2024-05-10T05:10:00","hardware","critical","Bridge cable damaged by maintenance crew.","manual inspection","Replaced damaged cable and tested line.","2024-05-10T05:35:00","2024-05-10T10:10:00","275","true","Cable replaced, line stable.","field_ops_tky","9000"
"F6030","TCom-01","RT-1733M","router","SiteNYC-07","New York","NY","USA","2024-03-21T08:03:00","hardware","major","Router port failure caused partial network outage.","automated monitoring","Replaced faulty port and rerouted traffic.","2024-03-21T08:05:00","2024-03-21T08:29:00","24","true","Port replaced, traffic rerouted.","net_eng_nyc7","530"
"F6031","GlobeTel","BS-5072B","base_station","StationNBO-3","Nairobi","Nairobi","Kenya","2024-05-19T17:33:00","environmental","major","Lightning strike damaged base station transmitter.","manual inspection","Replaced transmitter and grounded antenna.","2024-05-19T17:50:00","2024-05-19T20:00:00","130","false","Transmitter replaced, further grounding required.","field_ops_nbo3","2100"
"F6032","NetWave","SW-4520H","switch","SiteTKY-23","Tokyo","Tokyo","Japan","2024-05-04T11:45:00","hardware","major","Switch lost power due to faulty supply.","automated monitoring","Replaced power supply and restarted switch.","2024-05-04T11:50:00","2024-05-04T12:30:00","40","true","Power supply replaced, switch operational.","sys_admin_tky23","670"
"F6033","TCom-02","XCVR-8352M","transceiver","SiteBA-08","Buenos Aires","Buenos Aires","Argentina","2024-04-17T20:00:00","hardware","minor","Transceiver failed quality check during upgrade.","manual inspection","Replaced unit and ran verification tests.","2024-04-17T20:05:00","2024-04-17T20:18:00","13","true","Unit replaced, upgrade completed.","field_ops_ba","40"
"F6034","NetWave","FOC-3211S","fiber_optic_cable","UnderseaPAR-1","Paris","Île-de-France","France","2024-04-01T07:21:00","environmental","critical","Undersea cable impacted by seismic activity.","manual inspection","Performed cable assessment and started repairs.","2024-04-01T07:45:00","2024-04-01T18:15:00","630","false","Repairs ongoing, damage assessment underway.","field_ops_paris","32000"
"F6035","TCom-01","SW-3720Z","switch","SiteDAL-04","Dallas","TX","USA","2024-04-08T23:18:00","hardware","major","Switch port failed during peak traffic.","automated monitoring","Replaced faulty port and tested system.","2024-04-08T23:25:00","2024-04-08T23:40:00","15","true","Port replaced, system stable.","net_eng_dal","430"
"F6036","GlobeTel","BS-4318C","base_station","StationCPT-2","Cape Town","Western Cape","South Africa","2024-04-19T14:55:00","environmental","major","Windstorm caused antenna misalignment at base station.","manual inspection","Realigned antenna and checked connections.","2024-04-19T15:15:00","2024-04-19T16:00:00","45","true","Antenna realigned, connections verified.","field_ops_cpt2","390"
"F6037","TCom-02","SW-9917T","switch","SiteSTH-05","Stockholm","Stockholm","Sweden","2024-05-17T17:05:00","hardware","major","Switch failed during evening traffic surge.","automated monitoring","Swapped switch and rerouted data paths.","2024-05-17T17:15:00","2024-05-17T18:05:00","50","true","Switch replaced, data paths rerouted.","sys_admin_sth5","720"
"F6038","NetWave","RT-3308F","router","SitePAR-11","Paris","Île-de-France","France","2024-04-20T08:31:00","hardware","critical","Router mainboard failure caused complete outage.","automated monitoring","Mainboard replaced and router rebooted.","2024-04-20T08:45:00","2024-04-20T09:40:00","55","true","Mainboard replaced, router online.","sys_admin_paris","2100"
"F6039","GlobeTel","FOC-5051T","fiber_optic_cable","TunnelSGP-1","Singapore","Singapore","Singapore","2024-04-25T02:12:00","environmental","critical","Tunnel flood affected fiber cable, disrupting traffic.","manual inspection","Cable replaced, tunnel drainage improved.","2024-04-25T02:40:00","2024-04-25T10:10:00","450","true","Cable replaced, traffic restored.","field_ops_sgp01","17000"
"F6040","TCom-01","RT-8792S","router","SiteATL-17","Atlanta","GA","USA","2024-04-06T07:55:00","software","minor","Software update bug on test router.","automated monitoring","Rolled back update and rebooted.","2024-04-06T07:56:00","2024-04-06T07:59:00","3","true","Rollback completed, router stable.","qa_engineer_atl","0"
"F6041","NetWave","SW-2903L","switch","SiteBER-15","Berlin","Berlin","Germany","2024-03-05T12:32:00","hardware","major","Switch failed after power spike in Berlin.","automated monitoring","Replaced switch and added surge protection.","2024-03-05T12:37:00","2024-03-05T13:32:00","55","true","Switch replaced, protection added.","sys_admin_ber15","990"
"F6042","TCom-02","SW-9002A","switch","SiteMON-14","Montreal","QC","Canada","2024-05-23T16:15:00","network","minor","Montreal switch experienced brief packet loss.","automated monitoring","Reset switch and monitored connections.","2024-05-23T16:20:00","2024-05-23T16:35:00","15","true","Switch reset, connections normal.","sys_admin_mon14","60"
"F6043","GlobeTel","BS-2180Q","base_station","StationDXB-2","Dubai","Dubai","UAE","2024-05-02T12:11:00","environmental","critical","Dust storm caused temporary signal loss.","manual inspection","Cleaned base station and recalibrated.","2024-05-02T12:40:00","2024-05-02T15:11:00","151","true","Station cleaned, signal restored.","field_ops_dxb2","1200"
"F6044","NetWave","FOC-7634M","fiber_optic_cable","BridgeBER-11","Berlin","Berlin","Germany","2024-04-10T06:10:00","hardware","critical","Bridge cable snapped, causing regional outage.","automated monitoring","Replaced cable and performed diagnostics.","2024-04-10T06:35:00","2024-04-10T09:10:00","155","true","Cable replaced, diagnostics passed.","network_mgr_ber11","17500"
"F6045","TCom-01","SW-1947U","switch","LabCHI-15","Chicago","IL","USA","2024-03-02T15:55:00","software","minor","Switch test firmware failed, causing brief outage.","automated monitoring","Rolled back firmware, rebooted switch.","2024-03-02T15:58:00","2024-03-02T16:00:00","2","true","Firmware rollback successful.","qa_engineer_chi","0"
"F6046","GlobeTel","BS-2218A","base_station","StationREY-3","Reykjavik","Reykjavik","Iceland","2024-05-13T15:30:00","power","major","Base station power supply failed during storm.","manual inspection","Replaced supply and checked grounding.","2024-05-13T15:45:00","2024-05-13T16:25:00","40","true","Power restored, grounding checked.","field_ops_rey3","800"
"F6047","TCom-02","XCVR-5123G","transceiver","SiteBA-02","Buenos Aires","Buenos Aires","Argentina","2024-03-16T18:22:00","hardware","minor","Transceiver failed internal diagnostics.","manual inspection","Replaced transceiver and tested output.","2024-03-16T18:25:00","2024-03-16T18:45:00","20","true","Transceiver replaced, output normal.","field_ops_ba2","20"
"F6048","NetWave","FOC-6165F","fiber_optic_cable","TunnelPAR-1","Paris","Île-de-France","France","2024-03-18T07:12:00","hardware","critical","Tunnel cable snapped due to infrastructure work.","automated monitoring","Cable replaced and connection tested.","2024-03-18T07:30:00","2024-03-18T12:12:00","282","true","Cable replaced, connection stable.","network_mgr_par1","15000"
"F6049","TCom-01","RT-6641P","router","SiteATL-19","Atlanta","GA","USA","2024-03-10T17:49:00","hardware","major","Router port error during evening traffic.","automated monitoring","Replaced port and tested system.","2024-03-10T17:51:00","2024-03-10T18:11:00","20","true","Port replaced, system stable.","net_eng_atl19","340"
"F6050","GlobeTel","BS-9002E","base_station","StationDXB-1","Dubai","Dubai","UAE","2024-04-03T16:40:00","environmental","critical","Sandstorm caused equipment overheating.","manual inspection","Cleaned filters, installed cooling fans.","2024-04-03T17:00:00","2024-04-03T20:40:00","220","true","Filters cleaned, fans installed, temperatures normalized.","field_ops_dxb1","2100"
"F9021","TCom-01","RT-3071A","router","Site-CH3071","Chicago","IL","USA","2024-05-13T11:23:00","hardware","major","Router failed to boot due to corrupted firmware, affecting service in downtown area.","automated monitoring","Firmware reinstallation and device reboot performed.","2024-05-13T11:38:00","2024-05-13T12:12:00","34","true","Device restored after firmware flash and connectivity confirmed.","sys_admin_23","412"
"F9022","NetWave","FOC-1812C","fiber_optic_cable","Cable-RE1812","Reykjavik","Capital","Iceland","2024-05-14T07:04:00","environmental","critical","Undersea cable damage detected due to seismic activity near Reykjavik coastline.","manual inspection","Cable replacement and rerouting traffic through backup.","2024-05-14T09:15:00","2024-05-15T15:40:00","1785","false","Partial restoration achieved; full repair pending further cable section replacement.","field_ops_rey","12000"
"F9023","GlobeTel","BS-4382B","base_station","Base-NA4382","Nairobi","Nairobi County","Kenya","2024-04-18T16:44:00","power","major","Power outage at base station caused network disruption for rural customers.","manual inspection","Generator deployed and grid power restored.","2024-04-18T17:05:00","2024-04-18T18:02:00","57","true","Station operational after generator use; grid power stabilized.","field_ops_nair","214"
"F9024","TCom-02","SW-1003X","switch","Switch-NY1003","New York","NY","USA","2024-05-17T14:10:00","network","critical","Switch failed due to network loop, causing packet loss and downtime.","automated monitoring","Loop prevention protocols activated; switch rebooted.","2024-05-17T14:12:00","2024-05-17T14:42:00","30","true","Network restored; monitoring for further anomalies ongoing.","net_eng_ny7","780"
"F9025","NetWave","XCVR-5231M","transceiver","Trans-TK5231","Tokyo","Tokyo","Japan","2024-05-10T10:45:00","hardware","minor","Transceiver intermittently dropping connections; degraded throughput observed.","automated monitoring","Module replaced and calibration performed.","2024-05-10T11:00:00","2024-05-10T11:25:00","25","true","Replacement successful and performance normalized.","sys_admin_tokyo","107"
"F9026","GlobeTel","FOC-2198D","fiber_optic_cable","Cable-DB2198","Dubai","Dubai","UAE","2024-04-21T08:55:00","hardware","critical","Severe attenuation in fiber link, causing service disruption in Dubai business district.","manual inspection","Faulty section replaced, testing performed post-repair.","2024-04-21T09:30:00","2024-04-21T13:00:00","210","true","Link performance restored; all tests passed.","field_ops_db2","1750"
"F9027","TCom-01","RT-5017B","router","Site-HO5017","Houston","TX","USA","2024-05-16T09:52:00","software","minor","Routing table corruption detected, limited connectivity for local users.","automated monitoring","Routing table reset and software patch applied.","2024-05-16T10:00:00","2024-05-16T10:06:00","6","true","Patch resolved issue; monitoring for recurrence.","sys_admin_hou","33"
"F9028","TCom-02","SW-2027F","switch","Switch-AU2027","Austin","TX","USA","2024-05-11T13:50:00","network","warning","Switch experiencing brief packet drops; monitoring flagged transient issue.","automated monitoring","Network reset and switch interface diagnostics completed.","2024-05-11T13:53:00","2024-05-11T13:59:00","6","true","Issue resolved; network stability confirmed.","net_eng_tx2","5"
"F9029","NetWave","FOC-8716J","fiber_optic_cable","Cable-CA8716","Cape Town","Western Cape","South Africa","2024-03-29T18:31:00","environmental","critical","Cable flooding reported after heavy rainfall, causing major service interruption.","manual inspection","Water removed, cable section replaced by emergency team.","2024-03-29T20:15:00","2024-03-30T01:44:00","329","true","Cable operational; flood mitigation in effect to prevent recurrence.","field_ops_cpt","4200"
"F9030","GlobeTel","BS-8219L","base_station","Base-SG8219","Singapore","Central","Singapore","2024-05-05T15:15:00","power","major","Power surge at base station caused brief outage for business clients.","manual inspection","Surge protector installed and system rebooted.","2024-05-05T15:25:00","2024-05-05T15:45:00","20","true","System restored; surge protection now active.","field_ops_sg3","89"